"","premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","ppl_2016","annual_growth_rate","children_2016","youth_2016","working_2016","pre-retirement_2016","seniors_2016","older_2016","ppl_2017","children_2017","youth_2017","working_2017","pre.retirement_2017","seniors_2017","older_2017","ppl_2018","children_2018","youth_2018","working_2018","pre.retirement_2018","seniors_2018","older_2018","ppl_2019","children_2019","youth_2019","working_2019","pre.retirement_2019","seniors_2019","older_2019"
"77","Apartment","Theft Of Motor Vehicle",2017,2,11,42,"Saturday",21,"D31",25,"Glenfield-Jane Heights (25)",43.747097,-79.5151291,2017-02-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,29607,5622,4389,11254,3500,4860,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Apartment","Theft Of Motor Vehicle",2017,2,12,43,"Sunday",3,"D41",120,"Clairlea-Birchmount (120)",43.7152596,-79.2667389,2017-02-12 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,29386,4971,3806,13003,3659,3953,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Apartment","Theft Of Motor Vehicle",2017,2,23,54,"Thursday",3,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.6220703,-79.487648,2017-02-23 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,43474,4486,3853,22650,5914,6605,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Apartment","Theft Of Motor Vehicle",2017,2,26,57,"Sunday",20,"D54",54,"O'Connor-Parkview (54)",43.7022209,-79.297287,2017-02-26 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,19048,3172,2433,8012,2703,2744,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Apartment","Theft Of Motor Vehicle",2017,3,16,75,"Thursday",14,"D43",139,"Scarborough Village (139)",43.744606,-79.2123871,2017-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,16841,3389,2377,6732,2110,2241,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Apartment","Theft Of Motor Vehicle",2017,3,16,75,"Thursday",16,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.603653,-79.4931641,2017-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,43474,4486,3853,22650,5914,6605,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Apartment","Theft Of Motor Vehicle",2017,3,17,76,"Friday",3,"D33",53,"Henry Farm (53)",43.776062,-79.3399124,2017-03-17 03:45:00,NA,NA,NA,NA,NA,NA,NA,NA,21808,3474,3232,11158,1928,2025,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Apartment","Theft Of Motor Vehicle",2017,3,30,89,"Thursday",20,"D54",54,"O'Connor-Parkview (54)",43.7043915,-79.2964249,2017-03-30 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,19048,3172,2433,8012,2703,2744,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Apartment","Theft Of Motor Vehicle",2017,4,24,114,"Monday",23,"D14",95,"Annex (95)",43.6682053,-79.407486,2017-04-24 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,31930,2469,3922,15732,3640,6182,1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Apartment","Theft Of Motor Vehicle",2017,5,15,135,"Monday",5,"D23",7,"Willowridge-Martingrove-Richview (7)",43.6762123,-79.5579376,2017-05-15 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,22998,3690,2725,8449,3015,5091,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Apartment","Theft Of Motor Vehicle",2017,5,19,139,"Friday",15,"D13",92,"Corso Italia-Davenport (92)",43.6834259,-79.4452591,2017-05-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,14529,1963,1588,7124,1789,2071,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Apartment","Theft Of Motor Vehicle",2017,5,20,140,"Saturday",12,"D33",45,"Parkwoods-Donalda (45)",43.7588081,-79.3202133,2017-05-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,34979,5869,4703,14854,4286,5276,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Apartment","Theft Of Motor Vehicle",2017,5,20,140,"Saturday",22,"D33",49,"Bayview Woods-Steeles (49)",43.7880249,-79.392746,2017-05-20 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,12786,1473,1589,4364,1774,3582,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Apartment","Theft Of Motor Vehicle",2017,5,25,145,"Thursday",0,"D32",39,"Bedford Park-Nortown (39)",43.7467422,-79.4161148,2017-05-25 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,23282,4564,3216,8427,3081,3988,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Apartment","Theft Of Motor Vehicle",2017,5,30,150,"Tuesday",19,"D51",73,"Moss Park (73)",43.6514664,-79.3716888,2017-05-30 19:10:00,NA,NA,NA,NA,NA,NA,NA,NA,25797,1937,2591,15763,3139,2390,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Apartment","Theft Of Motor Vehicle",2017,6,7,158,"Wednesday",9,"D31",26,"Downsview-Roding-CFB (26)",43.7290611,-79.4826431,2017-06-07 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,35438,5788,4388,15210,4428,5596,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Apartment","Theft Of Motor Vehicle",2017,6,10,161,"Saturday",9,"D55",64,"Woodbine Corridor (64)",43.6799698,-79.3214722,2017-06-10 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,13444,2492,1110,6609,1742,1479,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Apartment","Theft Of Motor Vehicle",2017,6,11,162,"Sunday",14,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7431145,-79.592865,2017-06-11 14:12:00,NA,NA,NA,NA,NA,NA,NA,NA,33119,7125,5266,13683,3492,3578,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Apartment","Theft Of Motor Vehicle",2017,7,2,183,"Sunday",17,"D23",8,"Humber Heights-Westmount (8)",43.6868515,-79.5131454,2017-07-02 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,11320,1499,1179,3919,1561,3149,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Apartment","Theft Of Motor Vehicle",2017,7,8,189,"Saturday",9,"D41",138,"Eglinton East (138)",43.7360458,-79.2587738,2017-07-08 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,22730,4172,3124,9162,2819,3498,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Apartment","Theft Of Motor Vehicle",2017,7,9,190,"Sunday",11,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.6229706,-79.4812088,2017-07-09 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,43474,4486,3853,22650,5914,6605,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Apartment","Theft Of Motor Vehicle",2017,7,14,195,"Friday",18,"D13",101,"Forest Hill South (101)",43.6857872,-79.4174118,2017-07-14 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,10539,1340,1331,4159,1502,2219,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Apartment","Theft Of Motor Vehicle",2017,7,15,196,"Saturday",19,"D22",16,"Stonegate-Queensway (16)",43.6248093,-79.493187,2017-07-15 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,25427,4121,2532,10820,3715,4227,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Apartment","Theft Of Motor Vehicle",2017,7,18,199,"Tuesday",12,"D13",31,"Yorkdale-Glen Park (31)",43.7089996,-79.4438095,2017-07-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,14922,1976,1885,5907,1824,3321,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Apartment","Theft Of Motor Vehicle",2017,7,22,203,"Saturday",23,"D52",77,"Waterfront Communities-The Island (77)",43.6401138,-79.3912811,2017-07-22 23:14:00,NA,NA,NA,NA,NA,NA,NA,NA,100188,5548,11917,68560,7114,7045,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Apartment","Theft Of Motor Vehicle",2017,8,2,214,"Wednesday",19,"D41",126,"Dorset Park (126)",43.7694244,-79.2822571,2017-08-02 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,25653,4360,3237,10758,3417,3878,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Apartment","Theft Of Motor Vehicle",2017,8,5,217,"Saturday",11,"D42",128,"Agincourt South-Malvern West (128)",43.7781525,-79.2814713,2017-08-05 11:10:00,NA,NA,NA,NA,NA,NA,NA,NA,25658,3321,3629,10762,3526,4433,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Apartment","Theft Of Motor Vehicle",2017,8,8,220,"Tuesday",6,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7463188,-79.5881653,2017-08-08 06:33:00,NA,NA,NA,NA,NA,NA,NA,NA,33119,7125,5266,13683,3492,3578,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Apartment","Theft Of Motor Vehicle",2017,8,17,229,"Thursday",20,"D54",59,"Danforth East York (59)",43.6906204,-79.3426666,2017-08-17 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,17661,3105,1491,8152,2195,2729,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Apartment","Theft Of Motor Vehicle",2017,8,17,229,"Thursday",23,"D51",75,"Church-Yonge Corridor (75)",43.6688957,-79.3794479,2017-08-17 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,34662,1394,5596,20771,3578,3329,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Apartment","Theft Of Motor Vehicle",2017,8,21,233,"Monday",0,"D41",124,"Kennedy Park (124)",43.7165298,-79.2613373,2017-08-21 00:05:00,NA,NA,NA,NA,NA,NA,NA,NA,17191,2786,2184,7148,2520,2560,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Apartment","Theft Of Motor Vehicle",2017,8,21,233,"Monday",19,"D32",33,"Clanton Park (33)",43.7403069,-79.4358063,2017-08-21 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,18564,3116,2153,8419,2181,2677,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Apartment","Theft Of Motor Vehicle",2017,8,24,236,"Thursday",16,"D32",34,"Bathurst Manor (34)",43.770256,-79.4607239,2017-08-24 16:17:00,NA,NA,NA,NA,NA,NA,NA,NA,16317,2390,1994,6841,2087,3022,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Apartment","Theft Of Motor Vehicle",2017,8,25,237,"Friday",7,"D23",1,"West Humber-Clairville (1)",43.732193,-79.6091537,2017-08-25 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,32546,4944,5320,13527,3898,4865,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Apartment","Theft Of Motor Vehicle",2017,8,28,240,"Monday",0,"D22",18,"New Toronto (18)",43.6006775,-79.5227814,2017-08-28 00:01:00,NA,NA,NA,NA,NA,NA,NA,NA,12059,1694,1462,5486,1662,1604,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Apartment","Theft Of Motor Vehicle",2017,8,29,241,"Tuesday",12,"D51",74,"North St.James Town (74)",43.6676369,-79.3722076,2017-08-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,19434,2391,2365,10805,2057,1817,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Apartment","Theft Of Motor Vehicle",2017,9,1,244,"Friday",0,"D31",21,"Humber Summit (21)",43.7636108,-79.5707703,2017-09-01 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,12304,2136,1705,4811,1303,2359,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Apartment","Theft Of Motor Vehicle",2017,9,2,245,"Saturday",11,"D43",138,"Eglinton East (138)",43.7416115,-79.2397308,2017-09-02 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,22730,4172,3124,9162,2819,3498,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Apartment","Theft Of Motor Vehicle",2017,9,4,247,"Monday",18,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.6150284,-79.4979095,2017-09-04 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,43474,4486,3853,22650,5914,6605,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Apartment","Theft Of Motor Vehicle",2017,9,11,254,"Monday",20,"D12",113,"Weston (113)",43.6983452,-79.5113144,2017-09-11 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,17812,3069,2203,7707,2406,2421,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Apartment","Theft Of Motor Vehicle",2017,9,21,264,"Thursday",20,"D42",132,"Malvern (132)",43.8109322,-79.2271347,2017-09-21 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,42524,7681,6428,17347,5374,5719,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Apartment","Theft Of Motor Vehicle",2017,9,22,265,"Friday",17,"D32",27,"York University Heights (27)",43.7546921,-79.468956,2017-09-22 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,27483,4029,4731,12241,2953,3516,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Apartment","Theft Of Motor Vehicle",2017,9,26,269,"Tuesday",21,"D12",28,"Rustic (28)",43.7075539,-79.5051117,2017-09-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,9931,1938,1404,3611,1114,1863,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Apartment","Theft Of Motor Vehicle",2017,10,15,288,"Sunday",18,"D41",120,"Clairlea-Birchmount (120)",43.7110825,-79.2698059,2017-10-15 18:55:00,NA,NA,NA,NA,NA,NA,NA,NA,29386,4971,3806,13003,3659,3953,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Apartment","Theft Of Motor Vehicle",2017,10,23,296,"Monday",10,"D12",111,"Rockcliffe-Smythe (111)",43.678154,-79.4809647,2017-10-23 10:29:00,NA,NA,NA,NA,NA,NA,NA,NA,22224,3501,2737,9246,3087,3651,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Apartment","Theft Of Motor Vehicle",2017,10,27,300,"Friday",17,"D23",5,"Elms-Old Rexdale (5)",43.7276535,-79.5495377,2017-10-27 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,9361,1787,1426,3663,1242,1262,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Apartment","Theft Of Motor Vehicle",2017,10,31,304,"Tuesday",22,"D14",82,"Niagara (82)",43.6386719,-79.4139557,2017-10-31 22:15:00,NA,NA,NA,NA,NA,NA,NA,NA,45710,3013,3540,34187,2763,2214,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Apartment","Theft Of Motor Vehicle",2017,11,20,324,"Monday",11,"D14",82,"Niagara (82)",43.636631,-79.3997192,2017-11-20 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,45710,3013,3540,34187,2763,2214,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Apartment","Theft Of Motor Vehicle",2017,11,20,324,"Monday",23,"D23",6,"Kingsview Village-The Westway (6)",43.694252,-79.5586472,2017-11-20 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,22286,4295,3059,8747,2583,3632,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Apartment","Theft Of Motor Vehicle",2017,11,29,333,"Wednesday",12,"D41",121,"Oakridge (121)",43.6969986,-79.2854004,2017-11-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,14205,2939,1724,6207,1636,1698,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Apartment","Theft Of Motor Vehicle",2017,12,9,343,"Saturday",20,"D31",22,"Humbermede (22)",43.7482376,-79.5416107,2017-12-09 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,15250,2889,2183,6323,1727,2119,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Apartment","Theft Of Motor Vehicle",2017,12,14,348,"Thursday",18,"D11",114,"Lambton Baby Point (114)",43.6655273,-79.4992065,2017-12-14 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,8049,1709,912,3336,1058,1033,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Apartment","Theft Of Motor Vehicle",2017,12,16,350,"Saturday",22,"D54",59,"Danforth East York (59)",43.6868858,-79.334671,2017-12-16 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,17661,3105,1491,8152,2195,2729,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Apartment","Theft Of Motor Vehicle",2017,12,18,352,"Monday",17,"D23",9,"Edenbridge-Humber Valley (9)",43.6855164,-79.5124817,2017-12-18 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,16156,2205,1877,6178,2480,3422,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Apartment","Theft Of Motor Vehicle",2017,12,20,354,"Wednesday",0,"D12",113,"Weston (113)",43.6988373,-79.5158768,2017-12-20 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,17812,3069,2203,7707,2406,2421,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Apartment","Theft Of Motor Vehicle",2017,12,24,358,"Sunday",3,"D53",104,"Mount Pleasant West (104)",43.6993027,-79.3867416,2017-12-24 03:05:00,NA,NA,NA,NA,NA,NA,NA,NA,30755,2468,2613,17733,3142,4775,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Apartment","Theft Of Motor Vehicle",2017,12,31,365,"Sunday",1,"D22",14,"Islington-City Centre West (14)",43.6467743,-79.5305557,2017-12-31 01:33:00,NA,NA,NA,NA,NA,NA,NA,NA,50736,6716,5418,23819,6232,8545,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Apartment","Theft Of Motor Vehicle",2018,1,3,3,"Wednesday",15,"D32",51,"Willowdale East (51)",43.7755051,-79.4128342,2018-01-03 15:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63264,7426,8706,32426,6849,7865,1041,NA,NA,NA,NA,NA,NA,NA
"135","Apartment","Theft Of Motor Vehicle",2018,1,6,6,"Saturday",9,"D22",17,"Mimico (includes Humber Bay Shores) (17)",43.6229706,-79.4812088,2018-01-06 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55647,5743,4932,28991,7569,8454,926,NA,NA,NA,NA,NA,NA,NA
"136","Apartment","Theft Of Motor Vehicle",2018,1,6,6,"Saturday",14,"D31",27,"York University Heights (27)",43.7648163,-79.5013275,2018-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27373,4013,4712,12192,2941,3502,397,NA,NA,NA,NA,NA,NA,NA
"137","Apartment","Theft Of Motor Vehicle",2018,1,6,6,"Saturday",16,"D31",21,"Humber Summit (21)",43.7520943,-79.5423813,2018-01-06 16:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12194,2116,1689,4768,1291,2337,255,NA,NA,NA,NA,NA,NA,NA
"138","Apartment","Theft Of Motor Vehicle",2018,1,8,8,"Monday",9,"D42",118,"Tam O'Shanter-Sullivan (118)",43.7827148,-79.2989807,2018-01-08 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27556,3901,3238,10718,3524,6185,1225,NA,NA,NA,NA,NA,NA,NA
"139","Apartment","Theft Of Motor Vehicle",2018,1,30,30,"Tuesday",20,"D52",76,"Bay Street Corridor (76)",43.6687202,-79.3941422,2018-01-30 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45838,3012,12189,23215,3127,4300,586,NA,NA,NA,NA,NA,NA,NA
"140","Apartment","Theft Of Motor Vehicle",2018,1,31,31,"Wednesday",12,"D53",97,"Yonge-St.Clair (97)",43.6891327,-79.3945694,2018-01-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14478,1398,1063,6888,1780,3357,543,NA,NA,NA,NA,NA,NA,NA
"141","Apartment","Theft Of Motor Vehicle",2018,1,31,31,"Wednesday",16,"D32",35,"Westminster-Branson (35)",43.7859192,-79.4460526,2018-01-31 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28037,3671,3580,11594,3735,5474,1067,NA,NA,NA,NA,NA,NA,NA
"142","Apartment","Theft Of Motor Vehicle",2018,2,1,32,"Thursday",10,"D32",33,"Clanton Park (33)",43.7482643,-79.4367218,2018-02-01 10:14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20922,3512,2426,9488,2458,3017,508,NA,NA,NA,NA,NA,NA,NA
"143","Apartment","Theft Of Motor Vehicle",2018,2,3,34,"Saturday",20,"D42",131,"Rouge (131)",43.804924,-79.1658554,2018-02-03 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47713,8168,6875,18994,6865,6798,703,NA,NA,NA,NA,NA,NA,NA
"144","Apartment","Theft Of Motor Vehicle",2018,2,3,34,"Saturday",23,"D13",31,"Yorkdale-Glen Park (31)",43.707428,-79.4655991,2018-02-03 23:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15042,1991,1900,5954,1839,3348,787,NA,NA,NA,NA,NA,NA,NA
"145","Apartment","Theft Of Motor Vehicle",2018,2,7,38,"Wednesday",21,"D31",27,"York University Heights (27)",43.7556419,-79.4913712,2018-02-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27373,4013,4712,12192,2941,3502,397,NA,NA,NA,NA,NA,NA,NA
"146","Apartment","Theft Of Motor Vehicle",2018,2,9,40,"Friday",0,"D23",7,"Willowridge-Martingrove-Richview (7)",43.676342,-79.5704117,2018-02-09 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23872,3830,2828,8770,3130,5285,954,NA,NA,NA,NA,NA,NA,NA
"147","Apartment","Theft Of Motor Vehicle",2018,2,19,50,"Monday",20,"D32",32,"Englemount-Lawrence (32)",43.727829,-79.4406738,2018-02-19 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22957,4931,3109,8604,2494,3822,980,NA,NA,NA,NA,NA,NA,NA
"148","Apartment","Theft Of Motor Vehicle",2018,2,20,51,"Tuesday",0,"D23",1,"West Humber-Clairville (1)",43.7191582,-79.6034622,2018-02-20 00:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31797,4830,5197,13215,3809,4754,587,NA,NA,NA,NA,NA,NA,NA
"149","Apartment","Theft Of Motor Vehicle",2018,3,1,60,"Thursday",8,"D54",61,"Taylor-Massey (61)",43.6952782,-79.2923889,2018-03-01 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15872,2986,1710,7671,1771,1726,273,NA,NA,NA,NA,NA,NA,NA
"150","Apartment","Theft Of Motor Vehicle",2018,3,5,64,"Monday",23,"D52",77,"Waterfront Communities-The Island (77)",43.6399651,-79.3801956,2018-03-05 23:58:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152285,8433,18114,104211,10813,10709,843,NA,NA,NA,NA,NA,NA,NA
"151","Apartment","Theft Of Motor Vehicle",2018,3,9,68,"Friday",18,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7536201,-79.5870972,2018-03-09 18:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33284,7161,5293,13751,3510,3596,303,NA,NA,NA,NA,NA,NA,NA
"152","Apartment","Theft Of Motor Vehicle",2018,3,9,68,"Friday",19,"D23",6,"Kingsview Village-The Westway (6)",43.6970215,-79.54142,2018-03-09 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22576,4351,3099,8861,2617,3679,590,NA,NA,NA,NA,NA,NA,NA
"153","Apartment","Theft Of Motor Vehicle",2018,3,10,69,"Saturday",21,"D43",137,"Woburn (137)",43.762867,-79.2110519,2018-03-10 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53806,9683,7706,22077,6283,8058,1137,NA,NA,NA,NA,NA,NA,NA
"154","Apartment","Theft Of Motor Vehicle",2018,3,15,74,"Thursday",8,"D23",3,"Thistletown-Beaumond Heights (3)",43.7369957,-79.5524368,2018-03-15 08:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10821,1807,1473,4345,1248,1964,366,NA,NA,NA,NA,NA,NA,NA
"155","Apartment","Theft Of Motor Vehicle",2018,3,20,79,"Tuesday",19,"D32",40,"St.Andrew-Windfields (40)",43.759922,-79.3892441,2018-03-20 19:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17528,2603,2500,6692,2583,3183,403,NA,NA,NA,NA,NA,NA,NA
"156","Apartment","Theft Of Motor Vehicle",2018,3,25,84,"Sunday",2,"D32",32,"Englemount-Lawrence (32)",43.7194862,-79.4439087,2018-03-25 02:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22957,4931,3109,8604,2494,3822,980,NA,NA,NA,NA,NA,NA,NA
