"premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","annual_growth_rate","current_ppl","current_children_ppl","current_youth_ppl","current_working_ppl","current_pre_retirement_ppl","current_seniors_ppl","current_older_ppl"
"Other","Theft Of Motor Vehicle",2018,1,10,10,"Wednesday",18,"D41",119,"Wexford/Maryvale (119)",43.7432442,-79.3046417,2018-01-10 18:00:00,NA,26,NA,100.32,"M",93,NA,1.9,0.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,29789.923613,4497.780135,3894.87485,12143.47282,4204.33066,5031.324635,965.715545
"Outside","Theft Of Motor Vehicle",2018,1,10,10,"Wednesday",18,"D14",81,"Trinity-Bellwoods (81)",43.6552467,-79.4183273,2018-01-10 18:30:00,NA,26,NA,100.32,"M",93,NA,1.9,0.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,16063.0451,1693.042625,1581.46675,8935.77225,1576.615625,2280.02875,320.17425
"Outside","Theft Of Motor Vehicle",2018,1,10,10,"Wednesday",21,"D53",55,"Thorncliffe Park (55)",43.7050095,-79.3498764,2018-01-10 21:15:00,NA,26,NA,100.26,"M",90,NA,4.6,3.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.098,25447.889232,6751.3824,2959.75782,10874.54808,2007.33066,2851.25346,512.3817
"Outside","Theft Of Motor Vehicle",2018,1,10,10,"Wednesday",22,"D51",74,"North St.James Town (74)",43.6672974,-79.3737793,2018-01-10 22:00:00,NA,26,NA,100.24,"M",87,NA,4.9,2.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,20289.15864,2495.95344,2468.70504,11280.8376,2147.17392,1896.48864,239.78592
"House","Theft Of Motor Vehicle",2018,1,10,10,"Wednesday",22,"D32",33,"Clanton Park (33)",43.7387733,-79.4438171,2018-01-10 22:15:00,NA,26,NA,100.24,"M",87,NA,4.9,2.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.127,20921.564888,3511.906685,2425.94639,9487.86363,2457.699615,3016.556375,508.0516
"Commercial","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",0,"D41",119,"Wexford/Maryvale (119)",43.7638702,-79.3014297,2018-01-11 00:01:00,NA,26,NA,100.26,"M",87,NA,5.1,3.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,29789.923613,4497.780135,3894.87485,12143.47282,4204.33066,5031.324635,965.715545
"Other","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",2,"D32",36,"Newtonbrook West (36)",43.7867088,-79.4298401,2018-01-11 02:30:00,NA,26,NA,100.18,"M",77,NA,6.6,2.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,25479.056636,3004.32836,3554.9437,11129.91396,3325.07516,4453.03474,732.37186
"Outside","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",9,"D53",99,"Mount Pleasant East (99)",43.706356,-79.3879623,2018-01-11 09:15:00,NA,26,NA,100.25,"M",77,NA,8.4,4.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.05,18494.4375,3285.45,1879.7625,8401.05,2227.05,2706.6375,286.65
"Outside","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",12,"D41",124,"Kennedy Park (124)",43.7345314,-79.2581024,2018-01-11 12:00:00,NA,26,NA,100.17,"M",71,NA,9.9,4.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,17260.257968,2797.2444,2192.4348,7177.07392,2530.12016,2570.4408,332.64528
"Outside","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",17,"D13",109,"Caledonia-Fairbank (109)",43.695694,-79.4502792,2018-01-11 17:50:00,NA,26,NA,99.87,"M",78,NA,10.8,7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,10175.214555,1522.96029,1246.98762,4671.09297,1379.86335,1354.310325,168.649965
"Outside","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",21,"D41",119,"Wexford/Maryvale (119)",43.759903,-79.3105621,2018-01-11 21:00:00,NA,26,NA,99.66,"M",93,NA,9.9,8.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,29789.923613,4497.780135,3894.87485,12143.47282,4204.33066,5031.324635,965.715545
"House","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",22,"D32",40,"St.Andrew-Windfields (40)",43.7473335,-79.3919449,2018-01-11 22:00:00,NA,26,NA,99.59,"M",93,NA,9.5,8.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,17528.147968,2602.84928,2499.52256,6691.6352,2583.168,3183.44704,403.46624
"House","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",22,"D12",111,"Rockcliffe-Smythe (111)",43.67733,-79.5037537,2018-01-11 22:30:00,NA,26,NA,99.59,"M",93,NA,9.5,8.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.001,22201.530246,3497.993505,2734.52274,9236.499255,3083.82309,3647.693655,479.04048
"House","Theft Of Motor Vehicle",2018,1,11,11,"Thursday",23,"D23",5,"Elms-Old Rexdale (5)",43.7253838,-79.5576248,2018-01-11 23:00:00,NA,26,NA,99.52,"M",94,NA,9.5,8.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,9267.8256,1769.0805,1411.344,3626.37,1230.0255,1249.6275,142.1145
"House","Theft Of Motor Vehicle",2018,1,12,12,"Friday",3,"D23",1,"West Humber-Clairville (1)",43.7241592,-79.6007614,2018-01-12 03:27:00,NA,26,NA,99.21,"M",93,NA,9.8,8.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"Outside","Theft Of Motor Vehicle",2018,1,12,12,"Friday",4,"D13",106,"Humewood-Cedarvale (106)",43.6861954,-79.4208679,2018-01-12 04:00:00,NA,26,NA,99.1,"M",91,NA,10.8,9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.018,14886.79426,2243.64146,1668.48164,7259.44962,1709.9346,2010.46856,290.17072
"House","Theft Of Motor Vehicle",2018,1,12,12,"Friday",4,"D31",23,"Pelmo Park-Humberlea (23)",43.7169571,-79.5305099,2018-01-12 04:03:00,NA,26,NA,99.1,"M",91,NA,10.8,9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,16247.700642,2644.304945,2076.04457,7038.851845,2106.35179,2409.42399,310.649005
"House","Theft Of Motor Vehicle",2018,1,12,12,"Friday",6,"D42",130,"Milliken (130)",43.8266182,-79.268631,2018-01-12 06:20:00,NA,26,NA,98.98,"M",92,NA,10.5,9.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.022,25415.692848,3515.0787,3055.96638,10105.25346,3854.63052,4892.41566,841.70592
"Commercial","Theft Of Motor Vehicle",2018,1,12,12,"Friday",9,"D43",136,"West Hill (136)",43.7570419,-79.1993027,2018-01-12 09:30:00,NA,26,NA,98.93,"M",90,NA,7,5.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.032,29173.137408,4936.38624,4206.8448,11464.98336,4031.11584,4515.70176,665.64
"Commercial","Theft Of Motor Vehicle",2018,1,12,12,"Friday",11,"D41",120,"Clairlea-Birchmount (120)",43.7284737,-79.2848282,2018-01-12 11:54:00,NA,26,NA,99.13,"M",88,NA,2.9,1.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,32000.892264,5413.729365,4144.793895,14159.89674,3984.69456,4304.89323,782.70786
"Outside","Theft Of Motor Vehicle",2018,1,12,12,"Friday",14,"D31",24,"Black Creek (24)",43.758976,-79.5181122,2018-01-12 14:00:00,NA,26,NA,99.44,"M",82,NA,-2.9,-5.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21089.780825,4463.035,3192.04025,8271.168125,2352.795625,2784.54575,358.98325
"Outside","Theft Of Motor Vehicle",2018,1,12,12,"Friday",18,"D22",14,"Islington-City Centre West (14)",43.6252098,-79.5285492,2018-01-12 18:30:00,NA,26,NA,100.12,"M",76,NA,-8.2,-11.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,58548.89394,7750.58712,6252.40662,27486.61824,7191.2664,9861.35698,1970.93968
"Outside","Theft Of Motor Vehicle",2018,1,12,12,"Friday",20,"D22",16,"Stonegate-Queensway (16)",43.6334381,-79.5187836,2018-01-12 20:00:00,NA,26,NA,100.3,"M",73,NA,-8.9,-12.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,25808.166475,4182.7135,2570.411375,10982.1985,3770.6235,4290.887125,772.66875
"Outside","Theft Of Motor Vehicle",2018,1,12,12,"Friday",20,"D32",51,"Willowdale East (51)",43.7751579,-79.4143829,2018-01-12 20:30:00,NA,26,NA,100.3,"M",73,NA,-8.9,-12.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.12,63264.4096,7426.048,8705.536,32426.24,6849.024,7865.088,1041.152
"Outside","Theft Of Motor Vehicle",2018,1,12,12,"Friday",20,"D51",74,"North St.James Town (74)",43.6712799,-79.3754196,2018-01-12 20:30:00,NA,26,NA,100.3,"M",73,NA,-8.9,-12.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,20289.15864,2495.95344,2468.70504,11280.8376,2147.17392,1896.48864,239.78592
"Commercial","Theft Of Motor Vehicle",2018,1,13,13,"Saturday",0,"D41",126,"Dorset Park (126)",43.7658043,-79.2810745,2018-01-13 00:01:00,NA,26,NA,100.36,"M",68,NA,-10.3,-15.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,26320.058028,4473.873,3321.19278,11037.30786,3505.41108,3979.11528,831.61404
"Outside","Theft Of Motor Vehicle",2018,1,13,13,"Saturday",18,"D43",123,"Cliffcrest (123)",43.7303047,-79.2264633,2018-01-13 18:00:00,NA,26,NA,101.78,"M",60,NA,-12.6,-18.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,16416.635375,2652.829375,2209.832625,6253.46575,2518.900125,2776.456375,381.18325
"Commercial","Theft Of Motor Vehicle",2018,1,13,13,"Saturday",18,"D22",14,"Islington-City Centre West (14)",43.6235962,-79.5147858,2018-01-13 18:00:00,NA,26,NA,101.78,"M",60,NA,-12.6,-18.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,58548.89394,7750.58712,6252.40662,27486.61824,7191.2664,9861.35698,1970.93968
"Outside","Theft Of Motor Vehicle",2018,1,13,13,"Saturday",20,"D43",138,"Eglinton East (138)",43.7405968,-79.2357254,2018-01-13 20:30:00,NA,26,NA,101.92,"M",61,NA,-13.2,-19,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.002,22684.987104,4163.29672,3117.49252,9143.31672,2813.7113,3490.99402,557.76224
"Commercial","Theft Of Motor Vehicle",2018,1,13,13,"Saturday",22,"D31",21,"Humber Summit (21)",43.7600021,-79.5580597,2018-01-13 22:14:00,NA,26,NA,102.08,"M",62,NA,-13.7,-19.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12193.517696,2116.384555,1689.17932,4768.003255,1291.436515,2337.35278,255.34106
"House","Theft Of Motor Vehicle",2018,1,13,13,"Saturday",23,"D42",131,"Rouge (131)",43.8213425,-79.2250977,2018-01-13 23:00:00,NA,26,NA,102.11,"M",64,NA,-13.7,-19,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,47712.753824,8168.30524,6875.3323,18994.38819,6865.07061,6798.369625,702.925765
"House","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",8,"D23",4,"Rexdale-Kipling (4)",43.7238503,-79.5636368,2018-01-14 08:09:00,NA,26,NA,102.42,"M",76,NA,-12.7,-16.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,10613.400464,1653.14624,1365.86168,4334.4688,1532.18432,1743.86768,302.4048
"Commercial","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",12,"D41",120,"Clairlea-Birchmount (120)",43.7233849,-79.3021011,2018-01-14 12:50:00,NA,26,NA,102.45,"M",60,NA,-6.9,-13.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,32000.892264,5413.729365,4144.793895,14159.89674,3984.69456,4304.89323,782.70786
"Outside","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",13,"D42",117,"L'Amoreaux (117)",43.7946396,-79.3313293,2018-01-14 13:00:00,NA,26,NA,102.4,"M",56,NA,-5.9,-13.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.021,42164.694913,5865.65892,5491.86693,16494.76961,5683.55513,8616.38459,1289.103145
"Outside","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",15,"D31",25,"Glenfield-Jane Heights (25)",43.7576141,-79.5153656,2018-01-14 15:45:00,NA,26,NA,102.33,"M",53,NA,-5.8,-13.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,28748.164931,5459.04939,4261.64132,10927.52719,3398.941805,4718.919205,659.9887
"Outside","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",19,"D32",51,"Willowdale East (51)",43.7643013,-79.4116364,2018-01-14 19:00:00,NA,26,NA,102.34,"M",51,NA,-6.2,-14.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.12,63264.4096,7426.048,8705.536,32426.24,6849.024,7865.088,1041.152
"Other","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",20,"D53",100,"Yonge-Eglinton (100)",43.7115593,-79.4053802,2018-01-14 20:00:00,NA,26,NA,102.35,"M",52,NA,-6.5,-14.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.117,14743.940913,2245.8402,1528.419025,7311.45754,1653.187925,1996.3024,205.868685
"Commercial","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",21,"D41",120,"Clairlea-Birchmount (120)",43.7097168,-79.2657547,2018-01-14 21:00:00,NA,26,NA,102.33,"M",54,NA,-6.5,-14.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,32000.892264,5413.729365,4144.793895,14159.89674,3984.69456,4304.89323,782.70786
"Outside","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",21,"D14",83,"Dufferin Grove (83)",43.6577377,-79.4313507,2018-01-14 21:30:00,NA,26,NA,102.33,"M",54,NA,-6.5,-14.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.029,12478.441185,1360.610685,1127.665665,7073.05788,1307.668635,1604.144115,185.297175
"Outside","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",22,"D51",74,"North St.James Town (74)",43.6687469,-79.3753891,2018-01-14 22:30:00,NA,26,NA,102.33,"M",54,NA,-6.4,-14.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.044,20289.15864,2495.95344,2468.70504,11280.8376,2147.17392,1896.48864,239.78592
"Outside","Theft Of Motor Vehicle",2018,1,14,14,"Sunday",23,"D13",92,"Corso Italia-Davenport (92)",43.6837234,-79.4488754,2018-01-14 23:40:00,NA,26,NA,102.37,"M",58,NA,-6.9,-13.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,14935.528272,2018.45744,1632.73128,7323.51312,1838.80416,2129.41976,317.0352
"House","Theft Of Motor Vehicle",2018,1,15,15,"Monday",1,"D22",11,"Eringate-Centennial-West Deane (11)",43.6613197,-79.5870819,2018-01-15 01:30:00,NA,26,NA,102.3,"M",60,NA,-7.6,-14,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.012,18144.564672,2572.13944,2347.62632,6745.15504,2786.89112,3675.18216,551.52136
"Outside","Theft Of Motor Vehicle",2018,1,15,15,"Monday",5,"D42",131,"Rouge (131)",43.8001137,-79.144371,2018-01-15 05:43:00,NA,26,NA,102.13,"M",67,NA,-7.6,-12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,47712.753824,8168.30524,6875.3323,18994.38819,6865.07061,6798.369625,702.925765
"Outside","Theft Of Motor Vehicle",2018,1,15,15,"Monday",7,"D53",99,"Mount Pleasant East (99)",43.7096176,-79.3906555,2018-01-15 07:53:00,NA,26,NA,102.07,"M",71,NA,-6.9,-11.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.05,18494.4375,3285.45,1879.7625,8401.05,2227.05,2706.6375,286.65
"Outside","Theft Of Motor Vehicle",2018,1,15,15,"Monday",10,"D43",137,"Woburn (137)",43.7766724,-79.2505341,2018-01-15 10:00:00,NA,26,NA,101.93,"M",62,NA,-6.8,-13,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.003,53806.391365,9682.836625,7706.02894,22076.867505,6282.526205,8058.13209,1136.79017
"Outside","Theft Of Motor Vehicle",2018,1,15,15,"Monday",12,"D55",69,"Blake-Jones (69)",43.6804237,-79.3373184,2018-01-15 12:00:00,NA,26,NA,101.77,"M",62,NA,-6.7,-12.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.005,7649.923175,1390.985125,876.172125,3569.040125,930.6235,886.072375,113.852875
"Commercial","Theft Of Motor Vehicle",2018,1,15,15,"Monday",15,"D53",100,"Yonge-Eglinton (100)",43.6983032,-79.3966446,2018-01-15 15:00:00,NA,26,NA,101.55,"M",79,NA,-7.4,-10.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.117,14743.940913,2245.8402,1528.419025,7311.45754,1653.187925,1996.3024,205.868685
"House","Theft Of Motor Vehicle",2018,1,15,15,"Monday",19,"D41",122,"Birchcliffe-Cliffside (122)",43.6940918,-79.2674561,2018-01-15 19:00:00,NA,26,NA,101.44,"M",89,NA,-5.7,-7.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.02,23191.5564,3480.138,2538.576,9441.63,3662.208,4067.964,655.452
"Outside","Theft Of Motor Vehicle",2018,1,15,15,"Monday",19,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7442894,-79.5953674,2018-01-15 19:15:00,NA,26,NA,101.44,"M",89,NA,-5.7,-7.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33284.36385,7161.07725,5292.531,13751.490375,3509.836875,3595.689,303.0075
"Outside","Theft Of Motor Vehicle",2018,1,15,15,"Monday",20,"D31",22,"Humbermede (22)",43.7417984,-79.5401306,2018-01-15 20:00:00,NA,26,NA,101.41,"M",90,NA,-5.2,-6.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.019,14959.901745,2834.153145,2141.253225,6202.416645,1693.75536,2078.69976,250.21386
"House","Theft Of Motor Vehicle",2018,1,15,15,"Monday",21,"D13",32,"Englemount-Lawrence (32)",43.7104912,-79.4323502,2018-01-15 21:00:00,NA,26,NA,101.4,"M",90,NA,-6.8,-8.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,22957.452868,4930.742045,3109.29207,8604.427065,2493.59067,3822.479525,979.991395
"Commercial","Theft Of Motor Vehicle",2018,1,15,15,"Monday",22,"D41",119,"Wexford/Maryvale (119)",43.743763,-79.3022003,2018-01-15 22:13:00,NA,26,NA,101.36,"M",89,NA,-7.2,-8.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,29789.923613,4497.780135,3894.87485,12143.47282,4204.33066,5031.324635,965.715545
"House","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",0,"D13",101,"Forest Hill South (101)",43.6912956,-79.4216003,2018-01-16 00:00:00,NA,26,NA,101.27,"M",88,NA,-6.9,-8.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.018,10349.125168,1316.30226,1306.65902,4083.91214,1475.41572,2179.37224,313.4053
"Outside","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",9,"D54",66,"Danforth (66)",43.6838684,-79.3211899,2018-01-16 09:35:00,NA,26,NA,101.44,"M",84,NA,-6.2,-8.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.024,10135.535616,1756.3648,964.68992,4582.27712,1253.04832,1588.59264,204.47232
"Outside","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",10,"D52",76,"Bay Street Corridor (76)",43.66716,-79.3864899,2018-01-16 10:48:00,NA,26,NA,101.5,"M",80,NA,-5.6,-8.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.333,45838.405533,3011.826855,12189.45854,23215.054785,3127.32464,4300.07138,586.37337
"House","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",20,"D12",113,"Weston (113)",43.7063408,-79.5102692,2018-01-16 20:00:00,NA,26,NA,101.46,"M",77,NA,-4.2,-7.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17633.9592,3038.31,2180.7225,7630.0785,2381.643,2396.3445,387.1395
"Outside","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",21,"D32",35,"Westminster-Branson (35)",43.7859192,-79.4460526,2018-01-16 21:00:00,NA,26,NA,101.48,"M",77,NA,-5,-8.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.033,28036.696386,3670.78616,3580.083595,11593.921985,3734.8115,5474.16657,1067.089
"House","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",21,"D32",40,"St.Andrew-Windfields (40)",43.752449,-79.3921967,2018-01-16 21:00:00,NA,26,NA,101.48,"M",77,NA,-5,-8.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,17528.147968,2602.84928,2499.52256,6691.6352,2583.168,3183.44704,403.46624
"House","Theft Of Motor Vehicle",2018,1,16,16,"Tuesday",23,"D32",40,"St.Andrew-Windfields (40)",43.7477875,-79.3949509,2018-01-16 23:00:00,NA,26,NA,101.52,"M",78,NA,-7.2,-10.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,17528.147968,2602.84928,2499.52256,6691.6352,2583.168,3183.44704,403.46624
"House","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",5,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7577858,-79.5909424,2018-01-17 05:55:00,NA,26,NA,101.45,"M",78,NA,-8.9,-12,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33284.36385,7161.07725,5292.531,13751.490375,3509.836875,3595.689,303.0075
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",11,"D41",126,"Dorset Park (126)",43.7599525,-79.2758408,2018-01-17 11:00:00,NA,26,NA,101.44,"M",63,NA,-6.8,-12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,26320.058028,4473.873,3321.19278,11037.30786,3505.41108,3979.11528,831.61404
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",11,"D33",45,"Parkwoods-Donalda (45)",43.7415009,-79.3142395,2018-01-17 11:14:00,NA,26,NA,101.44,"M",63,NA,-6.8,-12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,35153.920125,5898.546,4726.917,14928.1695,4307.756625,5302.63125,782.769375
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",13,"D23",3,"Thistletown-Beaumond Heights (3)",43.7365532,-79.5650177,2018-01-17 13:00:00,NA,26,NA,101.26,"M",58,NA,-5.5,-12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.022,10820.85424,1806.95732,1472.72244,4345.05344,1248.15838,1963.62992,365.5694
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",14,"D41",126,"Dorset Park (126)",43.7539368,-79.2659073,2018-01-17 14:05:00,NA,26,NA,101.16,"M",57,NA,-5.3,-12.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,26320.058028,4473.873,3321.19278,11037.30786,3505.41108,3979.11528,831.61404
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",16,"D52",76,"Bay Street Corridor (76)",43.664978,-79.3874435,2018-01-17 16:30:00,NA,26,NA,101.04,"M",56,NA,-4.8,-12.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.333,45838.405533,3011.826855,12189.45854,23215.054785,3127.32464,4300.07138,586.37337
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",19,"D31",23,"Pelmo Park-Humberlea (23)",43.7328148,-79.5354919,2018-01-17 19:00:00,NA,26,NA,100.81,"M",68,NA,-6.3,-11.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.231,16247.700642,2644.304945,2076.04457,7038.851845,2106.35179,2409.42399,310.649005
"House","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",21,"D13",106,"Humewood-Cedarvale (106)",43.692112,-79.4266281,2018-01-17 21:00:00,NA,26,NA,100.61,"M",77,NA,-6,-9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.018,14886.79426,2243.64146,1668.48164,7259.44962,1709.9346,2010.46856,290.17072
"House","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",21,"D12",113,"Weston (113)",43.6957512,-79.5102844,2018-01-17 21:10:00,NA,26,NA,100.61,"M",77,NA,-6,-9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.01,17633.9592,3038.31,2180.7225,7630.0785,2381.643,2396.3445,387.1395
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",21,"D22",14,"Islington-City Centre West (14)",43.6212349,-79.5255051,2018-01-17 21:30:00,NA,26,NA,100.61,"M",77,NA,-6,-9.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,58548.89394,7750.58712,6252.40662,27486.61824,7191.2664,9861.35698,1970.93968
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",22,"D13",107,"Oakwood Village (107)",43.6866264,-79.4344406,2018-01-17 22:00:00,NA,26,NA,100.48,"M",78,NA,-5.6,-8.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,21507.97929,3173.97337,2306.961475,9668.957215,2626.38691,3751.9813,547.58646
"Outside","Theft Of Motor Vehicle",2018,1,17,17,"Wednesday",22,"D13",94,"Wychwood (94)",43.6742935,-79.4346542,2018-01-17 22:00:00,NA,26,NA,100.48,"M",78,NA,-5.6,-8.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,15104.847924,1957.97736,1389.53232,6758.17992,1679.01822,3315.9294,926.35488
"Outside","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",0,"D13",108,"Briar Hill-Belgravia (108)",43.6933479,-79.4608231,2018-01-18 00:00:00,NA,26,NA,100.41,"M",75,NA,-6,-9.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.003,14171.586313,1843.886695,1645.084895,6699.62066,1913.467325,2087.4189,308.14279
"Outside","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",1,"D22",14,"Islington-City Centre West (14)",43.6235619,-79.5358429,2018-01-18 01:00:00,NA,26,NA,100.34,"M",77,NA,-6.2,-9.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,58548.89394,7750.58712,6252.40662,27486.61824,7191.2664,9861.35698,1970.93968
"House","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",1,"D23",4,"Rexdale-Kipling (4)",43.7167969,-79.5629959,2018-01-18 01:00:00,NA,26,NA,100.34,"M",77,NA,-6.2,-9.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,10613.400464,1653.14624,1365.86168,4334.4688,1532.18432,1743.86768,302.4048
