"premisetype","offence","occurrenceyear","occurrencemonth","occurrenceday","occurrencedayofyear","occurrencedayofweek","occurrencehour","Division","Hood_ID","Neighbourhood","Lat","Long","occurrence_ts","weather","hmdx","hmdx_flag","pressure","pressure_flag","rel_hum","rel_hum_flag","temp","temp_dew","temp_dew_flag","temp_flag","visib","visib_flag","wind_chill","wind_chill_flag","wind_dir","wind_dir_flag","wind_spd","wind_spd_flag","annual_growth_rate","current_ppl","current_children_ppl","current_youth_ppl","current_working_ppl","current_pre_retirement_ppl","current_seniors_ppl","current_older_ppl"
"House","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",5,"D23",1,"West Humber-Clairville (1)",43.7517548,-79.6044464,2018-01-18 05:50:00,NA,26,NA,100.31,"M",66,NA,-7.3,-12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"Outside","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",13,"D23",1,"West Humber-Clairville (1)",43.7319679,-79.6080475,2018-01-18 13:30:00,NA,26,NA,100.27,"M",70,NA,-5.3,-9.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"Outside","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",18,"D33",47,"Don Valley Village (47)",43.7802696,-79.3487167,2018-01-18 18:30:00,NA,26,NA,100.13,"M",73,NA,-4.6,-8.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.012,27704.119344,4163.14536,3359.19232,12146.34784,3220.93288,4813.4768,681.05576
"House","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",19,"D32",50,"Newtonbrook East (50)",43.7971611,-79.4198151,2018-01-18 19:30:00,NA,26,NA,100.12,"M",74,NA,-4.4,-8.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.02,15459.5588,1522.234,2098.474,6588.344,2069.662,3188.528,643.468
"House","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",21,"D41",120,"Clairlea-Birchmount (120)",43.7055626,-79.2934723,2018-01-18 21:00:00,NA,26,NA,99.98,"M",74,NA,-3.7,-7.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,32000.892264,5413.729365,4144.793895,14159.89674,3984.69456,4304.89323,782.70786
"House","Theft Of Motor Vehicle",2018,1,18,18,"Thursday",23,"D12",111,"Rockcliffe-Smythe (111)",43.6774025,-79.5034561,2018-01-18 23:00:00,NA,26,NA,99.94,"M",73,NA,-3.1,-7.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.001,22201.530246,3497.993505,2734.52274,9236.499255,3083.82309,3647.693655,479.04048
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",5,"D12",112,"Beechborough-Greenbrook (112)",43.6917191,-79.4676971,2018-01-19 05:00:00,NA,26,NA,99.91,"M",67,NA,-3,-8.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.014,6762.445092,1151.57952,879.10758,2827.539,909.95346,992.20914,149.08842
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",10,"D23",1,"West Humber-Clairville (1)",43.7006493,-79.5811539,2018-01-19 10:00:00,NA,26,NA,99.93,"M",63,NA,-2,-8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",16,"D31",25,"Glenfield-Jane Heights (25)",43.7484245,-79.5290909,2018-01-19 16:30:00,NA,26,NA,99.53,"M",66,NA,1.1,-4.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,28748.164931,5459.04939,4261.64132,10927.52719,3398.941805,4718.919205,659.9887
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",18,"D14",80,"Palmerston-Little Italy (80)",43.6622009,-79.4246445,2018-01-19 18:00:00,NA,26,NA,99.5,"M",63,NA,1,-5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.006,13992.409736,1295.40608,1482.63274,7939.42242,1275.16536,1983.59056,293.49044
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",18,"D13",107,"Oakwood Village (107)",43.6949883,-79.4418182,2018-01-19 18:00:00,NA,26,NA,99.5,"M",63,NA,1,-5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.007,21507.97929,3173.97337,2306.961475,9668.957215,2626.38691,3751.9813,547.58646
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",18,"D51",75,"Church-Yonge Corridor (75)",43.655365,-79.3739166,2018-01-19 18:55:00,NA,26,NA,99.5,"M",63,NA,1,-5.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,38336.21624,1541.27736,6189.57416,22972.37208,3957.16846,3681.94036,305.809
"Outside","Theft Of Motor Vehicle",2018,1,19,19,"Friday",20,"D11",84,"Little Portugal (84)",43.6485901,-79.4332123,2018-01-19 20:00:00,NA,26,NA,99.42,"M",58,NA,1.6,-5.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.291,25931.889679,2333.3534,2675.023005,15641.801185,2208.352325,3091.693255,425.003655
"House","Theft Of Motor Vehicle",2018,1,19,19,"Friday",22,"D13",108,"Briar Hill-Belgravia (108)",43.6980667,-79.4552917,2018-01-19 22:00:00,NA,26,NA,99.22,"M",53,NA,2.9,-5.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.003,14171.586313,1843.886695,1645.084895,6699.62066,1913.467325,2087.4189,308.14279
"House","Theft Of Motor Vehicle",2018,1,19,19,"Friday",23,"D32",50,"Newtonbrook East (50)",43.7987633,-79.4045563,2018-01-19 23:00:00,NA,26,NA,99.1,"M",54,NA,2.9,-5.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.02,15459.5588,1522.234,2098.474,6588.344,2069.662,3188.528,643.468
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",1,"D14",85,"South Parkdale (85)",43.6387177,-79.4462204,2018-01-20 01:35:00,NA,26,NA,99.06,"M",56,NA,2.9,-5.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,23089.673616,2235.09816,2404.1836,13146.39296,2615.5404,2684.23136,380.44224
"Commercial","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",3,"D31",21,"Humber Summit (21)",43.7605896,-79.5660629,2018-01-20 03:10:00,NA,26,NA,99.07,"M",64,NA,2.3,-3.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12193.517696,2116.384555,1689.17932,4768.003255,1291.436515,2337.35278,255.34106
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",11,"D55",68,"North Riverdale (68)",43.6766357,-79.3439102,2018-01-20 11:49:00,NA,26,NA,99.72,"M",59,NA,4,-3.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,11374.167564,1870.87684,1116.79893,5240.36421,1570.200205,1584.51814,133.63406
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",15,"D41",126,"Dorset Park (126)",43.7599525,-79.2758408,2018-01-20 15:00:00,NA,26,NA,99.78,"M",57,NA,6.2,-1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,26320.058028,4473.873,3321.19278,11037.30786,3505.41108,3979.11528,831.61404
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",16,"D23",1,"West Humber-Clairville (1)",43.6907883,-79.5873108,2018-01-20 16:00:00,NA,26,NA,99.87,"M",57,NA,6.1,-1.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"House","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",18,"D31",22,"Humbermede (22)",43.7354012,-79.5478745,2018-01-20 18:30:00,NA,26,NA,100.07,"M",64,NA,4.7,-1.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.019,14959.901745,2834.153145,2141.253225,6202.416645,1693.75536,2078.69976,250.21386
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",22,"D23",1,"West Humber-Clairville (1)",43.6867599,-79.5955658,2018-01-20 22:00:00,NA,26,NA,100.24,"M",79,NA,1.8,-1.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"Commercial","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",22,"D42",128,"Agincourt South-Malvern West (128)",43.7920647,-79.2598114,2018-01-20 22:00:00,NA,26,NA,100.24,"M",79,NA,1.8,-1.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.08,27710.1648,3586.68,3919.104,11623.176,3808.296,4788.072,647.352
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",22,"D12",111,"Rockcliffe-Smythe (111)",43.6826744,-79.4908676,2018-01-20 22:00:00,NA,26,NA,100.24,"M",79,NA,1.8,-1.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.001,22201.530246,3497.993505,2734.52274,9236.499255,3083.82309,3647.693655,479.04048
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",23,"D52",76,"Bay Street Corridor (76)",43.6656456,-79.3877258,2018-01-20 23:30:00,NA,26,NA,100.26,"M",79,NA,1.4,-1.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.333,45838.405533,3011.826855,12189.45854,23215.054785,3127.32464,4300.07138,586.37337
"Outside","Theft Of Motor Vehicle",2018,1,20,20,"Saturday",23,"D14",77,"Waterfront Communities-The Island (77)",43.6440315,-79.3944855,2018-01-20 23:59:00,NA,26,NA,100.26,"M",79,NA,1.4,-1.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.52,152285.3952,8432.96,18113.536,104210.592,10812.672,10708.704,843.296
"Other","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",3,"D43",123,"Cliffcrest (123)",43.7260284,-79.2355042,2018-01-21 03:00:00,NA,26,NA,100.44,"M",81,NA,1.3,-1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,16416.635375,2652.829375,2209.832625,6253.46575,2518.900125,2776.456375,381.18325
"House","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",3,"D42",129,"Agincourt North (129)",43.8110619,-79.279747,2018-01-21 03:09:00,NA,26,NA,100.44,"M",81,NA,1.3,-1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.039,26886.466873,3546.32064,3421.645305,10440.404905,3906.49383,5582.684445,854.256925
"Commercial","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",10,"D41",126,"Dorset Park (126)",43.7599525,-79.2758408,2018-01-21 10:00:00,NA,26,NA,100.55,"M",72,NA,2.5,-2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,26320.058028,4473.873,3321.19278,11037.30786,3505.41108,3979.11528,831.61404
"Outside","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",15,"D33",43,"Victoria Village (43)",43.7346611,-79.3067627,2018-01-21 15:00:00,NA,26,NA,100.42,"M",78,NA,3.6,0.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.019,18181.70111,2730.88943,2107.87283,7445.04837,2357.07947,3535.619205,591.86577
"House","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",15,"D22",15,"Kingsway South (15)",43.6552315,-79.5117645,2018-01-21 15:30:00,NA,26,NA,100.42,"M",78,NA,3.6,0.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,9476.083791,1614.95118,1124.3331,3316.782645,1374.752745,2039.131395,332.189325
"Outside","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",18,"D31",26,"Downsview-Roding-CFB (26)",43.7268677,-79.5214615,2018-01-21 18:30:00,NA,26,NA,100.48,"M",86,NA,3,0.9,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35827.385292,5851.642725,4436.00514,15377.810445,4476.88998,5657.439735,889.24527
"Outside","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",19,"D31",26,"Downsview-Roding-CFB (26)",43.7331238,-79.4836044,2018-01-21 19:20:00,NA,26,NA,100.48,"M",90,NA,3,1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35827.385292,5851.642725,4436.00514,15377.810445,4476.88998,5657.439735,889.24527
"House","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",21,"D22",9,"Edenbridge-Humber Valley (9)",43.6633835,-79.5248795,2018-01-21 21:00:00,NA,26,NA,100.46,"M",93,NA,3,2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.04,16802.656,2292.992,1952.288,6424.704,2579.616,3558.464,719.264
"Outside","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",22,"D22",14,"Islington-City Centre West (14)",43.6201973,-79.5157776,2018-01-21 22:00:00,NA,26,NA,100.49,"M",93,NA,3.1,2.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.154,58548.89394,7750.58712,6252.40662,27486.61824,7191.2664,9861.35698,1970.93968
"Other","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",22,"D13",101,"Forest Hill South (101)",43.6949501,-79.4165955,2018-01-21 22:00:00,NA,26,NA,100.49,"M",93,NA,3.1,2.1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.018,10349.125168,1316.30226,1306.65902,4083.91214,1475.41572,2179.37224,313.4053
"Outside","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",23,"D23",3,"Thistletown-Beaumond Heights (3)",43.7382889,-79.5716476,2018-01-21 23:00:00,NA,26,NA,100.44,"M",94,NA,3.1,2.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.022,10820.85424,1806.95732,1472.72244,4345.05344,1248.15838,1963.62992,365.5694
"House","Theft Of Motor Vehicle",2018,1,21,21,"Sunday",23,"D22",16,"Stonegate-Queensway (16)",43.6458473,-79.5095215,2018-01-21 23:00:00,NA,26,NA,100.44,"M",94,NA,3.1,2.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.015,25808.166475,4182.7135,2570.411375,10982.1985,3770.6235,4290.887125,772.66875
"Outside","Theft Of Motor Vehicle",2018,1,22,22,"Monday",6,"D22",12,"Markland Wood (12)",43.6320419,-79.5751572,2018-01-22 06:50:00,NA,26,NA,100.41,"M",94,NA,2.5,1.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,10787.465034,1369.64214,1190.770965,3679.6356,1773.379935,2764.837305,546.834735
"House","Theft Of Motor Vehicle",2018,1,22,22,"Monday",7,"D31",24,"Black Creek (24)",43.7611313,-79.5263443,2018-01-22 07:30:00,NA,26,NA,100.4,"M",94,NA,2.3,1.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21089.780825,4463.035,3192.04025,8271.168125,2352.795625,2784.54575,358.98325
"Other","Theft Of Motor Vehicle",2018,1,22,22,"Monday",7,"D31",24,"Black Creek (24)",43.7611313,-79.5263443,2018-01-22 07:30:00,NA,26,NA,100.4,"M",94,NA,2.3,1.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,21089.780825,4463.035,3192.04025,8271.168125,2352.795625,2784.54575,358.98325
"Commercial","Theft Of Motor Vehicle",2018,1,22,22,"Monday",10,"D31",21,"Humber Summit (21)",43.7654572,-79.5567703,2018-01-22 10:00:00,NA,26,NA,100.38,"M",94,NA,2.2,1.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12193.517696,2116.384555,1689.17932,4768.003255,1291.436515,2337.35278,255.34106
"Outside","Theft Of Motor Vehicle",2018,1,22,22,"Monday",10,"D23",6,"Kingsview Village-The Westway (6)",43.7013283,-79.5486755,2018-01-22 10:00:00,NA,26,NA,100.38,"M",94,NA,2.2,1.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.013,22575.718,4350.95656,3099.03038,8860.969315,2616.73095,3678.815865,590.047175
"Outside","Theft Of Motor Vehicle",2018,1,22,22,"Monday",18,"D23",1,"West Humber-Clairville (1)",43.741497,-79.5986099,2018-01-22 18:30:00,NA,26,NA,99.66,"M",95,NA,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"House","Theft Of Motor Vehicle",2018,1,22,22,"Monday",22,"D32",34,"Bathurst Manor (34)",43.7555504,-79.4589081,2018-01-22 22:30:00,NA,26,NA,99.27,"M",97,NA,1.3,0.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.028,16774.332432,2457.0228,2050.16096,7032.89752,2145.27152,3106.94496,750.31664
"Outside","Theft Of Motor Vehicle",2018,1,22,22,"Monday",23,"D43",137,"Woburn (137)",43.7643814,-79.210495,2018-01-22 23:00:00,NA,26,NA,99.16,"M",96,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.003,53806.391365,9682.836625,7706.02894,22076.867505,6282.526205,8058.13209,1136.79017
"House","Theft Of Motor Vehicle",2018,1,22,22,"Monday",23,"D43",137,"Woburn (137)",43.7643814,-79.210495,2018-01-22 23:00:00,NA,26,NA,99.16,"M",96,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.003,53806.391365,9682.836625,7706.02894,22076.867505,6282.526205,8058.13209,1136.79017
"Outside","Theft Of Motor Vehicle",2018,1,22,22,"Monday",23,"D41",124,"Kennedy Park (124)",43.7175026,-79.2616577,2018-01-22 23:30:00,NA,26,NA,99.16,"M",96,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,17260.257968,2797.2444,2192.4348,7177.07392,2530.12016,2570.4408,332.64528
"Outside","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",2,"D52",77,"Waterfront Communities-The Island (77)",43.6420593,-79.3811111,2018-01-23 02:10:00,NA,26,NA,98.66,"M",95,NA,3,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.52,152285.3952,8432.96,18113.536,104210.592,10812.672,10708.704,843.296
"House","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",2,"D32",40,"St.Andrew-Windfields (40)",43.7532349,-79.3944702,2018-01-23 02:45:00,NA,26,NA,98.66,"M",95,NA,3,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,17528.147968,2602.84928,2499.52256,6691.6352,2583.168,3183.44704,403.46624
"House","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",7,"D32",36,"Newtonbrook West (36)",43.7917976,-79.4240799,2018-01-23 07:50:00,NA,26,NA,98.52,"M",95,NA,3.1,2.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,25479.056636,3004.32836,3554.9437,11129.91396,3325.07516,4453.03474,732.37186
"Outside","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",15,"D12",111,"Rockcliffe-Smythe (111)",43.6716728,-79.4937515,2018-01-23 15:30:00,NA,26,NA,98.53,"M",71,NA,5.1,0.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.001,22201.530246,3497.993505,2734.52274,9236.499255,3083.82309,3647.693655,479.04048
"Other","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",16,"D12",29,"Maple Leaf (29)",43.7145691,-79.4766464,2018-01-23 16:00:00,NA,26,NA,98.56,"M",73,NA,4.8,0.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.008,9949.871104,1476.096,1244.84096,4044.50304,1185.79712,1997.64992,373.94432
"Outside","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",21,"D41",120,"Clairlea-Birchmount (120)",43.7050819,-79.2638855,2018-01-23 21:00:00,NA,26,NA,99.27,"M",66,NA,-1.5,-7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.089,32000.892264,5413.729365,4144.793895,14159.89674,3984.69456,4304.89323,782.70786
"Other","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",21,"D43",134,"Highland Creek (134)",43.7947693,-79.1608047,2018-01-23 21:00:00,NA,26,NA,99.27,"M",66,NA,-1.5,-7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.046,11370.989304,1406.12922,1751.9733,4204.73592,1838.43432,2179.72782,172.92204
"House","Theft Of Motor Vehicle",2018,1,23,23,"Tuesday",22,"D22",12,"Markland Wood (12)",43.6333199,-79.5738525,2018-01-23 22:30:00,NA,26,NA,99.4,"M",70,NA,-2,-6.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,10787.465034,1369.64214,1190.770965,3679.6356,1773.379935,2764.837305,546.834735
"House","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",2,"D23",8,"Humber Heights-Westmount (8)",43.6876144,-79.5226059,2018-01-24 02:00:00,NA,26,NA,99.9,"M",62,NA,-4.8,-11,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.034,11705.119888,1550.2762,1218.83784,4052.10124,1614.42556,3255.58002,1015.6982
"Commercial","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",6,"D23",1,"West Humber-Clairville (1)",43.7106895,-79.6113205,2018-01-24 06:30:00,NA,26,NA,100.41,"M",68,NA,-7.6,-12.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.023,31797.270048,4829.91674,5197.410405,13215.454005,3808.57071,4753.55442,587.035335
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",11,"D31",26,"Downsview-Roding-CFB (26)",43.7209167,-79.5086365,2018-01-24 11:00:00,NA,26,NA,100.88,"M",59,NA,-8.4,-15,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.011,35827.385292,5851.642725,4436.00514,15377.810445,4476.88998,5657.439735,889.24527
"Commercial","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",13,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7410965,-79.5892334,2018-01-24 13:00:00,NA,26,NA,100.76,"M",53,NA,-5.8,-14,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33284.36385,7161.07725,5292.531,13751.490375,3509.836875,3595.689,303.0075
"House","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",13,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7509499,-79.5941544,2018-01-24 13:50:00,NA,26,NA,100.76,"M",53,NA,-5.8,-14,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33284.36385,7161.07725,5292.531,13751.490375,3509.836875,3595.689,303.0075
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",14,"D42",118,"Tam O'Shanter-Sullivan (118)",43.7821198,-79.2934647,2018-01-24 14:00:00,NA,26,NA,100.77,"M",51,NA,-4.8,-13.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.002,27555.893784,3900.55554,3237.9129,10717.7427,3524.05404,6184.66464,1224.88488
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",15,"D23",2,"Mount Olive-Silverstone-Jamestown (2)",43.7442894,-79.5953674,2018-01-24 15:00:00,NA,26,NA,100.8,"M",47,NA,-5.2,-14.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.005,33284.36385,7161.07725,5292.531,13751.490375,3509.836875,3595.689,303.0075
"House","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",16,"D23",4,"Rexdale-Kipling (4)",43.722683,-79.5688782,2018-01-24 16:00:00,NA,26,NA,100.86,"M",45,NA,-4.9,-15,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.004,10613.400464,1653.14624,1365.86168,4334.4688,1532.18432,1743.86768,302.4048
"House","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",17,"D42",132,"Malvern (132)",43.7984543,-79.2125778,2018-01-24 17:00:00,NA,26,NA,100.93,"M",49,NA,-5.3,-14.4,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.029,41290.778754,7457.87231,6241.60742,16843.854465,5218.624935,5553.33349,419.564245
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",19,"D11",87,"High Park-Swansea (87)",43.6483727,-79.4812775,2018-01-24 19:00:00,NA,26,NA,101.1,"M",62,NA,-6.6,-12.6,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.101,29001.908925,4291.19154,2575.927125,14025.16557,3479.01687,4606.3638,915.211755
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",20,"D14",81,"Trinity-Bellwoods (81)",43.6475945,-79.4101715,2018-01-24 20:00:00,NA,26,NA,101.13,"M",64,NA,-6.9,-12.5,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.015,16063.0451,1693.042625,1581.46675,8935.77225,1576.615625,2280.02875,320.17425
"House","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",21,"D42",129,"Agincourt North (129)",43.8065681,-79.2630463,2018-01-24 21:00:00,NA,26,NA,101.16,"M",60,NA,-7.3,-13.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.039,26886.466873,3546.32064,3421.645305,10440.404905,3906.49383,5582.684445,854.256925
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",21,"D41",126,"Dorset Park (126)",43.7493858,-79.2713165,2018-01-24 21:00:00,NA,26,NA,101.16,"M",60,NA,-7.3,-13.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.026,26320.058028,4473.873,3321.19278,11037.30786,3505.41108,3979.11528,831.61404
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",21,"D14",95,"Annex (95)",43.6655884,-79.4165878,2018-01-24 21:30:00,NA,26,NA,101.16,"M",60,NA,-7.3,-13.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.046,33398.985016,2582.11376,4102.935,16455.50464,3807.52368,6466.22556,1137.88064
"Outside","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",21,"D31",22,"Humbermede (22)",43.7499466,-79.5523148,2018-01-24 21:38:00,NA,26,NA,101.16,"M",60,NA,-7.3,-13.8,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.019,14959.901745,2834.153145,2141.253225,6202.416645,1693.75536,2078.69976,250.21386
"House","Theft Of Motor Vehicle",2018,1,24,24,"Wednesday",23,"D31",21,"Humber Summit (21)",43.7513962,-79.5655518,2018-01-24 23:00:00,NA,26,NA,101.26,"M",60,NA,-8.3,-14.7,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",-0.009,12193.517696,2116.384555,1689.17932,4768.003255,1291.436515,2337.35278,255.34106
"Outside","Theft Of Motor Vehicle",2018,1,25,25,"Thursday",2,"D51",75,"Church-Yonge Corridor (75)",43.6633377,-79.3784409,2018-01-25 02:00:00,NA,26,NA,101.42,"M",59,NA,-9.8,-16.2,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.106,38336.21624,1541.27736,6189.57416,22972.37208,3957.16846,3681.94036,305.809
"Outside","Theft Of Motor Vehicle",2018,1,25,25,"Thursday",11,"D32",33,"Clanton Park (33)",43.7482643,-79.4367218,2018-01-25 11:30:00,NA,26,NA,101.88,"M",50,NA,-5.5,-14.3,NA,NA,NA,NA,NA,NA,NA,"M",NA,"M",0.127,20921.564888,3511.906685,2425.94639,9487.86363,2457.699615,3016.556375,508.0516
